num_episodes,num_steps,num_updates,episode_steps,train_reward
1.0,50.0,0.0,50.0,-16.74282235578704
2.0,100.0,0.0,50.0,-23.95030868469779
3.0,150.0,0.0,50.0,-19.934461212719736
4.0,200.0,0.0,50.0,-26.254775927195734
5.0,250.0,0.0,50.0,-26.95186341907943
6.0,300.0,43.0,50.0,-16.092330768653934
7.0,350.0,93.0,50.0,-18.596415905178567
8.0,400.0,143.0,50.0,-22.28851059669463
9.0,450.0,193.0,50.0,-21.154730925478898
10.0,500.0,243.0,50.0,-27.518668723227474
11.0,550.0,293.0,50.0,-20.139362082440794
12.0,600.0,343.0,50.0,-21.911208646099553
13.0,650.0,393.0,50.0,-22.768070320984414
14.0,700.0,443.0,50.0,-24.382416629368464
15.0,750.0,493.0,50.0,-27.0208705128343
16.0,800.0,543.0,50.0,-17.320880401462233
17.0,850.0,593.0,50.0,-26.344844438874535
18.0,900.0,643.0,50.0,-22.710782857776938
19.0,950.0,693.0,50.0,-22.536408956406497
20.0,1000.0,743.0,50.0,-16.74703231353928
21.0,1050.0,793.0,50.0,-20.951955594923955
22.0,1100.0,843.0,50.0,-15.950909853597182
23.0,1150.0,893.0,50.0,-21.967686415671437
24.0,1200.0,943.0,50.0,-16.334222671995033
25.0,1250.0,993.0,50.0,-22.943950397203682
26.0,1300.0,1043.0,50.0,-16.60080169559801
27.0,1350.0,1093.0,50.0,-14.770334278025356
28.0,1400.0,1143.0,50.0,-16.1487628731629
29.0,1450.0,1193.0,50.0,-22.304977350805625
30.0,1500.0,1243.0,50.0,-24.086816443645517
31.0,1550.0,1293.0,50.0,-22.39146846097806
32.0,1600.0,1343.0,50.0,-24.417417837853677
33.0,1650.0,1393.0,50.0,-26.411013794859397
34.0,1700.0,1443.0,50.0,-24.44750451931243
35.0,1750.0,1493.0,50.0,-18.97581525380006
36.0,1800.0,1543.0,50.0,-16.809011557261222
37.0,1850.0,1593.0,50.0,-21.172023710891946
38.0,1900.0,1643.0,50.0,-18.59311671261403
39.0,1950.0,1693.0,50.0,-22.934065617969004
40.0,2000.0,1743.0,50.0,-27.118072008692028
41.0,2050.0,1793.0,50.0,-18.749014602178566
42.0,2100.0,1843.0,50.0,-24.94519923939987
43.0,2150.0,1893.0,50.0,-19.744853011824514
44.0,2200.0,1943.0,50.0,-21.171641762367678
45.0,2250.0,1993.0,50.0,-16.70635921662631
46.0,2300.0,2043.0,50.0,-27.986165833813946
47.0,2350.0,2093.0,50.0,-19.308749625715
48.0,2400.0,2143.0,50.0,-20.946762306999553
49.0,2450.0,2193.0,50.0,-30.365552219220643
50.0,2500.0,2243.0,50.0,-15.180280406361875
51.0,2550.0,2293.0,50.0,-19.709097530172514
52.0,2600.0,2343.0,50.0,-25.954109145289237
53.0,2650.0,2393.0,50.0,-22.691575609117677
54.0,2700.0,2443.0,50.0,-19.520696027874667
55.0,2750.0,2493.0,50.0,-19.705343840922065
56.0,2800.0,2543.0,50.0,-21.863836438513324
57.0,2850.0,2593.0,50.0,-26.213826598110835
58.0,2900.0,2643.0,50.0,-24.496621580089407
59.0,2950.0,2693.0,50.0,-19.361158525543505
60.0,3000.0,2743.0,50.0,-16.763959038572125
61.0,3050.0,2793.0,50.0,-13.778984046319918
62.0,3100.0,2843.0,50.0,-13.497408732847768
63.0,3150.0,2893.0,50.0,-19.013652877772365
64.0,3200.0,2943.0,50.0,-14.790389026041263
65.0,3250.0,2993.0,50.0,-29.134460902919994
66.0,3300.0,3043.0,50.0,-28.64087287798211
67.0,3350.0,3093.0,50.0,-22.69467128892355
68.0,3400.0,3143.0,50.0,-14.982618602565953
69.0,3450.0,3193.0,50.0,-25.254947142763797
70.0,3500.0,3243.0,50.0,-19.361568762037702
71.0,3550.0,3293.0,50.0,-20.638677348300696
72.0,3600.0,3343.0,50.0,-18.63049962745221
73.0,3650.0,3393.0,50.0,-23.500717865327427
74.0,3700.0,3443.0,50.0,-23.975551410176216
75.0,3750.0,3493.0,50.0,-16.29565175659094
76.0,3800.0,3543.0,50.0,-15.488479097534553
77.0,3850.0,3593.0,50.0,-25.312501026254164
78.0,3900.0,3643.0,50.0,-15.616847909652138
79.0,3950.0,3693.0,50.0,-24.896947861172904
80.0,4000.0,3743.0,50.0,-24.24674846349915
