num_episodes,num_steps,num_updates,episode_steps,train_reward
1.0,1000.0,743.0,1000.0,-241.87067692334094
2.0,2000.0,1743.0,1000.0,-236.8396780956667
3.0,3000.0,2743.0,1000.0,-227.57710328093737
4.0,4000.0,3743.0,1000.0,-282.685474637355
5.0,5000.0,4743.0,1000.0,-204.08739217716627
6.0,6000.0,5743.0,1000.0,-213.0261900491242
7.0,7000.0,6743.0,1000.0,-290.75232084412346
8.0,8000.0,7743.0,1000.0,-346.6080358683904
9.0,9000.0,8743.0,1000.0,-205.96183806164146
10.0,10000.0,9743.0,1000.0,-349.59172696586234
11.0,11000.0,10743.0,1000.0,-154.91744085054538
12.0,12000.0,11743.0,1000.0,-146.96249756803383
13.0,13000.0,12743.0,1000.0,-206.93888023204764
14.0,14000.0,13743.0,1000.0,-191.37969432350647
15.0,15000.0,14743.0,1000.0,-106.93646641197013
16.0,16000.0,15743.0,1000.0,-145.05541122275798
17.0,17000.0,16743.0,1000.0,-76.68787872984282
18.0,18000.0,17743.0,1000.0,-195.770973994538
19.0,19000.0,18743.0,1000.0,-164.98387533202776
20.0,20000.0,19743.0,1000.0,-216.57566257790205
21.0,21000.0,20743.0,1000.0,-67.41259920219406
22.0,22000.0,21743.0,1000.0,-83.41489540241146
23.0,23000.0,22743.0,1000.0,-51.46779668566048
24.0,24000.0,23743.0,1000.0,-93.54622345048384
25.0,25000.0,24743.0,1000.0,-67.7118104871029
26.0,26000.0,25743.0,1000.0,-110.77582047712943
27.0,27000.0,26743.0,1000.0,-157.01405887075526
28.0,28000.0,27743.0,1000.0,-194.0249134938843
29.0,29000.0,28743.0,1000.0,-84.88591570746676
30.0,30000.0,29743.0,1000.0,-108.8009252435986
31.0,31000.0,30743.0,1000.0,-21.23802763832947
32.0,32000.0,31743.0,1000.0,74.76548878082687
33.0,33000.0,32743.0,1000.0,9.89545596955242
34.0,34000.0,33743.0,1000.0,123.61129158493651
35.0,35000.0,34743.0,1000.0,120.71353461620006
36.0,36000.0,35743.0,1000.0,100.32931499643334
37.0,37000.0,36743.0,1000.0,91.64778054944438
38.0,38000.0,37743.0,1000.0,-9.9233466490452
39.0,39000.0,38743.0,1000.0,43.602414147487906
40.0,40000.0,39743.0,1000.0,67.20358250984732
41.0,41000.0,40743.0,1000.0,134.22587514829
42.0,42000.0,41743.0,1000.0,98.0115637706295
43.0,43000.0,42743.0,1000.0,33.96538527686559
44.0,44000.0,43743.0,1000.0,59.54339845294179
45.0,45000.0,44743.0,1000.0,131.49508104194535
46.0,46000.0,45743.0,1000.0,-238.5605721228048
47.0,47000.0,46743.0,1000.0,123.0446258067878
48.0,48000.0,47743.0,1000.0,149.5065866909945
49.0,49000.0,48743.0,1000.0,9.111596742363911
50.0,50000.0,49743.0,1000.0,158.42054533976292
51.0,51000.0,50743.0,1000.0,135.689281842885
52.0,52000.0,51743.0,1000.0,27.6631010879752
53.0,53000.0,52743.0,1000.0,111.75110270930406
54.0,54000.0,53743.0,1000.0,139.53404849037784
55.0,55000.0,54743.0,1000.0,103.4481266140649
56.0,56000.0,55743.0,1000.0,175.7768233142989
57.0,57000.0,56743.0,1000.0,128.86098101587314
58.0,58000.0,57743.0,1000.0,163.4942140572719
59.0,59000.0,58743.0,1000.0,199.8204288709145
60.0,60000.0,59743.0,1000.0,176.31372728963308
61.0,61000.0,60743.0,1000.0,-196.41493294411083
62.0,62000.0,61743.0,1000.0,-8.45531656920912
63.0,63000.0,62743.0,1000.0,179.87279537351318
64.0,64000.0,63743.0,1000.0,136.51803157175706
65.0,65000.0,64743.0,1000.0,154.17727600840425
66.0,66000.0,65743.0,1000.0,138.4669498710475
67.0,67000.0,66743.0,1000.0,-182.5127216002402
68.0,68000.0,67743.0,1000.0,191.41014825314718
69.0,69000.0,68743.0,1000.0,108.52214928894776
70.0,70000.0,69743.0,1000.0,-158.07340949120143
71.0,71000.0,70743.0,1000.0,-193.41838341314877
72.0,72000.0,71743.0,1000.0,216.53936231272215
73.0,73000.0,72743.0,1000.0,395.3587729226723
74.0,74000.0,73743.0,1000.0,500.6164357707943
75.0,75000.0,74743.0,1000.0,610.3810557641647
76.0,76000.0,75743.0,1000.0,259.4381704788262
77.0,77000.0,76743.0,1000.0,423.67217444648503
78.0,78000.0,77743.0,1000.0,556.2238277361344
79.0,79000.0,78743.0,1000.0,652.2079617638838
80.0,80000.0,79743.0,1000.0,670.3767241817051
81.0,81000.0,80743.0,1000.0,461.97248685732507
82.0,82000.0,81743.0,1000.0,467.6159143971646
83.0,83000.0,82743.0,1000.0,1036.1642766158561
84.0,84000.0,83743.0,1000.0,743.9533483862981
85.0,85000.0,84743.0,1000.0,998.6981399539089
86.0,86000.0,85743.0,1000.0,1209.4087780764387
87.0,87000.0,86743.0,1000.0,775.7968978442718
88.0,88000.0,87743.0,1000.0,750.8066522923025
89.0,89000.0,88743.0,1000.0,1551.2267926881445
90.0,90000.0,89743.0,1000.0,1808.9240544235352
91.0,91000.0,90743.0,1000.0,1700.193948783462
92.0,92000.0,91743.0,1000.0,2014.9767118504792
93.0,93000.0,92743.0,1000.0,1251.014530620802
94.0,94000.0,93743.0,1000.0,2146.051102906306
95.0,95000.0,94743.0,1000.0,2055.065370578633
96.0,96000.0,95743.0,1000.0,1988.0132441946093
97.0,97000.0,96743.0,1000.0,1754.0991308362936
98.0,98000.0,97743.0,1000.0,2221.954060972918
99.0,99000.0,98743.0,1000.0,1830.2930737016418
